Scope
Manufacturer	Model
Xfer Records	vst3.56534558667350736572756D20320000.Serum 2

Remotable	Min	Max	Input type	Output type
CC44 Chan 9	0	4194304	Value	ValueOutput
CC45 Chan 9	0	4194304	Value	ValueOutput
CC46 Chan 9	0	4194304	Value	ValueOutput
CC47 Chan 9	0	4194304	Value	ValueOutput
CC48 Chan 9	0	4194304	Value	ValueOutput
CC49 Chan 9	0	4194304	Value	ValueOutput
CC50 Chan 9	0	4194304	Value	ValueOutput
CC51 Chan 9	0	4194304	Value	ValueOutput
CC52 Chan 9	0	4194304	Value	ValueOutput
CC53 Chan 9	0	4194304	Value	ValueOutput
CC54 Chan 9	0	4194304	Value	ValueOutput
CC55 Chan 9	0	4194304	Value	ValueOutput
CC56 Chan 9	0	4194304	Value	ValueOutput
CC57 Chan 9	0	4194304	Value	ValueOutput
CC58 Chan 9	0	4194304	Value	ValueOutput
CC59 Chan 9	0	4194304	Value	ValueOutput
CC60 Chan 9	0	4194304	Value	ValueOutput
CC61 Chan 9	0	4194304	Value	ValueOutput
CC62 Chan 9	0	4194304	Value	ValueOutput
CC63 Chan 9	0	4194304	Value	ValueOutput
CC64 Chan 9	0	4194304	Value	ValueOutput
CC65 Chan 9	0	4194304	Value	ValueOutput
CC66 Chan 9	0	4194304	Value	ValueOutput
CC67 Chan 9	0	4194304	Value	ValueOutput
CC68 Chan 9	0	4194304	Value	ValueOutput
CC69 Chan 9	0	4194304	Value	ValueOutput
CC70 Chan 9	0	4194304	Value	ValueOutput
CC71 Chan 9	0	4194304	Value	ValueOutput
CC72 Chan 9	0	4194304	Value	ValueOutput
CC73 Chan 9	0	4194304	Value	ValueOutput
CC74 Chan 9	0	4194304	Value	ValueOutput
CC75 Chan 9	0	4194304	Value	ValueOutput
CC76 Chan 9	0	4194304	Value	ValueOutput
CC77 Chan 9	0	4194304	Value	ValueOutput
CC78 Chan 9	0	4194304	Value	ValueOutput
CC79 Chan 9	0	4194304	Value	ValueOutput
CC80 Chan 9	0	4194304	Value	ValueOutput
CC81 Chan 9	0	4194304	Value	ValueOutput
CC82 Chan 9	0	4194304	Value	ValueOutput
CC83 Chan 9	0	4194304	Value	ValueOutput
CC84 Chan 9	0	4194304	Value	ValueOutput
CC85 Chan 9	0	4194304	Value	ValueOutput
CC86 Chan 9	0	4194304	Value	ValueOutput
CC87 Chan 9	0	4194304	Value	ValueOutput
CC88 Chan 9	0	4194304	Value	ValueOutput
CC89 Chan 9	0	4194304	Value	ValueOutput
CC90 Chan 9	0	4194304	Value	ValueOutput
CC91 Chan 9	0	4194304	Value	ValueOutput
CC92 Chan 9	0	4194304	Value	ValueOutput
CC93 Chan 9	0	4194304	Value	ValueOutput
CC94 Chan 9	0	4194304	Value	ValueOutput
CC95 Chan 9	0	4194304	Value	ValueOutput
CC96 Chan 9	0	4194304	Value	ValueOutput
CC97 Chan 9	0	4194304	Value	ValueOutput
CC98 Chan 9	0	4194304	Value	ValueOutput
CC99 Chan 9	0	4194304	Value	ValueOutput
CC100 Chan 9	0	4194304	Value	ValueOutput
CC101 Chan 9	0	4194304	Value	ValueOutput
CC102 Chan 9	0	4194304	Value	ValueOutput
CC103 Chan 9	0	4194304	Value	ValueOutput
CC104 Chan 9	0	4194304	Value	ValueOutput
CC105 Chan 9	0	4194304	Value	ValueOutput
CC106 Chan 9	0	4194304	Value	ValueOutput
CC107 Chan 9	0	4194304	Value	ValueOutput
CC108 Chan 9	0	4194304	Value	ValueOutput
CC109 Chan 9	0	4194304	Value	ValueOutput
CC110 Chan 9	0	4194304	Value	ValueOutput
CC111 Chan 9	0	4194304	Value	ValueOutput
CC112 Chan 9	0	4194304	Value	ValueOutput
CC113 Chan 9	0	4194304	Value	ValueOutput
CC114 Chan 9	0	4194304	Value	ValueOutput
CC115 Chan 9	0	4194304	Value	ValueOutput
CC116 Chan 9	0	4194304	Value	ValueOutput
CC117 Chan 9	0	4194304	Value	ValueOutput
CC118 Chan 9	0	4194304	Value	ValueOutput
CC119 Chan 9	0	4194304	Value	ValueOutput
CC120 Chan 9	0	4194304	Value	ValueOutput
CC121 Chan 9	0	4194304	Value	ValueOutput
CC122 Chan 9	0	4194304	Value	ValueOutput
CC123 Chan 9	0	4194304	Value	ValueOutput
CC124 Chan 9	0	4194304	Value	ValueOutput
CC125 Chan 9	0	4194304	Value	ValueOutput
CC126 Chan 9	0	4194304	Value	ValueOutput
CC127 Chan 9	0	4194304	Value	ValueOutput
Pitch Bend Chan 10	0	4194304	Value	ValueOutput
Aftertouch Chan 10	0	4194304	Value	ValueOutput
CC0 Chan 10	0	4194304	Value	ValueOutput
CC1 Chan 10	0	4194304	Value	ValueOutput
CC2 Chan 10	0	4194304	Value	ValueOutput
CC3 Chan 10	0	4194304	Value	ValueOutput
CC4 Chan 10	0	4194304	Value	ValueOutput
CC5 Chan 10	0	4194304	Value	ValueOutput
CC6 Chan 10	0	4194304	Value	ValueOutput
CC7 Chan 10	0	4194304	Value	ValueOutput
CC8 Chan 10	0	4194304	Value	ValueOutput
CC9 Chan 10	0	4194304	Value	ValueOutput
CC10 Chan 10	0	4194304	Value	ValueOutput
CC11 Chan 10	0	4194304	Value	ValueOutput
CC12 Chan 10	0	4194304	Value	ValueOutput
CC13 Chan 10	0	4194304	Value	ValueOutput
CC14 Chan 10	0	4194304	Value	ValueOutput
CC15 Chan 10	0	4194304	Value	ValueOutput
CC16 Chan 10	0	4194304	Value	ValueOutput
CC17 Chan 10	0	4194304	Value	ValueOutput
CC18 Chan 10	0	4194304	Value	ValueOutput
CC19 Chan 10	0	4194304	Value	ValueOutput
CC20 Chan 10	0	4194304	Value	ValueOutput
CC21 Chan 10	0	4194304	Value	ValueOutput
CC22 Chan 10	0	4194304	Value	ValueOutput
CC23 Chan 10	0	4194304	Value	ValueOutput
CC24 Chan 10	0	4194304	Value	ValueOutput
CC25 Chan 10	0	4194304	Value	ValueOutput
CC26 Chan 10	0	4194304	Value	ValueOutput
CC27 Chan 10	0	4194304	Value	ValueOutput
CC28 Chan 10	0	4194304	Value	ValueOutput
CC29 Chan 10	0	4194304	Value	ValueOutput
CC30 Chan 10	0	4194304	Value	ValueOutput
CC31 Chan 10	0	4194304	Value	ValueOutput
CC32 Chan 10	0	4194304	Value	ValueOutput
CC33 Chan 10	0	4194304	Value	ValueOutput
CC34 Chan 10	0	4194304	Value	ValueOutput
CC35 Chan 10	0	4194304	Value	ValueOutput
CC36 Chan 10	0	4194304	Value	ValueOutput
CC37 Chan 10	0	4194304	Value	ValueOutput
CC38 Chan 10	0	4194304	Value	ValueOutput
CC39 Chan 10	0	4194304	Value	ValueOutput
CC40 Chan 10	0	4194304	Value	ValueOutput
CC41 Chan 10	0	4194304	Value	ValueOutput
CC42 Chan 10	0	4194304	Value	ValueOutput
CC43 Chan 10	0	4194304	Value	ValueOutput
CC44 Chan 10	0	4194304	Value	ValueOutput
CC45 Chan 10	0	4194304	Value	ValueOutput
CC46 Chan 10	0	4194304	Value	ValueOutput
CC47 Chan 10	0	4194304	Value	ValueOutput
CC48 Chan 10	0	4194304	Value	ValueOutput
CC49 Chan 10	0	4194304	Value	ValueOutput
CC50 Chan 10	0	4194304	Value	ValueOutput
CC51 Chan 10	0	4194304	Value	ValueOutput
CC52 Chan 10	0	4194304	Value	ValueOutput
CC53 Chan 10	0	4194304	Value	ValueOutput
CC54 Chan 10	0	4194304	Value	ValueOutput
CC55 Chan 10	0	4194304	Value	ValueOutput
CC56 Chan 10	0	4194304	Value	ValueOutput
CC57 Chan 10	0	4194304	Value	ValueOutput
CC58 Chan 10	0	4194304	Value	ValueOutput
CC59 Chan 10	0	4194304	Value	ValueOutput
CC60 Chan 10	0	4194304	Value	ValueOutput
CC61 Chan 10	0	4194304	Value	ValueOutput
CC62 Chan 10	0	4194304	Value	ValueOutput
CC63 Chan 10	0	4194304	Value	ValueOutput
CC64 Chan 10	0	4194304	Value	ValueOutput
CC65 Chan 10	0	4194304	Value	ValueOutput
CC66 Chan 10	0	4194304	Value	ValueOutput
CC67 Chan 10	0	4194304	Value	ValueOutput
CC68 Chan 10	0	4194304	Value	ValueOutput
CC69 Chan 10	0	4194304	Value	ValueOutput
CC70 Chan 10	0	4194304	Value	ValueOutput
CC71 Chan 10	0	4194304	Value	ValueOutput
CC72 Chan 10	0	4194304	Value	ValueOutput
CC73 Chan 10	0	4194304	Value	ValueOutput
CC74 Chan 10	0	4194304	Value	ValueOutput
CC75 Chan 10	0	4194304	Value	ValueOutput
CC76 Chan 10	0	4194304	Value	ValueOutput
CC77 Chan 10	0	4194304	Value	ValueOutput
CC78 Chan 10	0	4194304	Value	ValueOutput
CC79 Chan 10	0	4194304	Value	ValueOutput
CC80 Chan 10	0	4194304	Value	ValueOutput
CC81 Chan 10	0	4194304	Value	ValueOutput
CC82 Chan 10	0	4194304	Value	ValueOutput
CC83 Chan 10	0	4194304	Value	ValueOutput
CC84 Chan 10	0	4194304	Value	ValueOutput
CC85 Chan 10	0	4194304	Value	ValueOutput
CC86 Chan 10	0	4194304	Value	ValueOutput
CC87 Chan 10	0	4194304	Value	ValueOutput
CC88 Chan 10	0	4194304	Value	ValueOutput
CC89 Chan 10	0	4194304	Value	ValueOutput
CC90 Chan 10	0	4194304	Value	ValueOutput
CC91 Chan 10	0	4194304	Value	ValueOutput
CC92 Chan 10	0	4194304	Value	ValueOutput
CC93 Chan 10	0	4194304	Value	ValueOutput
CC94 Chan 10	0	4194304	Value	ValueOutput
CC95 Chan 10	0	4194304	Value	ValueOutput
CC96 Chan 10	0	4194304	Value	ValueOutput
CC97 Chan 10	0	4194304	Value	ValueOutput
CC98 Chan 10	0	4194304	Value	ValueOutput
CC99 Chan 10	0	4194304	Value	ValueOutput
CC100 Chan 10	0	4194304	Value	ValueOutput
CC101 Chan 10	0	4194304	Value	ValueOutput
CC102 Chan 10	0	4194304	Value	ValueOutput
CC103 Chan 10	0	4194304	Value	ValueOutput
CC104 Chan 10	0	4194304	Value	ValueOutput
CC105 Chan 10	0	4194304	Value	ValueOutput
CC106 Chan 10	0	4194304	Value	ValueOutput
CC107 Chan 10	0	4194304	Value	ValueOutput
CC108 Chan 10	0	4194304	Value	ValueOutput
CC109 Chan 10	0	4194304	Value	ValueOutput
CC110 Chan 10	0	4194304	Value	ValueOutput
CC111 Chan 10	0	4194304	Value	ValueOutput
CC112 Chan 10	0	4194304	Value	ValueOutput
CC113 Chan 10	0	4194304	Value	ValueOutput
CC114 Chan 10	0	4194304	Value	ValueOutput
CC115 Chan 10	0	4194304	Value	ValueOutput
CC116 Chan 10	0	4194304	Value	ValueOutput
CC117 Chan 10	0	4194304	Value	ValueOutput
CC118 Chan 10	0	4194304	Value	ValueOutput
CC119 Chan 10	0	4194304	Value	ValueOutput
CC120 Chan 10	0	4194304	Value	ValueOutput
CC121 Chan 10	0	4194304	Value	ValueOutput
CC122 Chan 10	0	4194304	Value	ValueOutput
CC123 Chan 10	0	4194304	Value	ValueOutput
CC124 Chan 10	0	4194304	Value	ValueOutput
CC125 Chan 10	0	4194304	Value	ValueOutput
CC126 Chan 10	0	4194304	Value	ValueOutput
CC127 Chan 10	0	4194304	Value	ValueOutput
Pitch Bend Chan 11	0	4194304	Value	ValueOutput
Aftertouch Chan 11	0	4194304	Value	ValueOutput
CC0 Chan 11	0	4194304	Value	ValueOutput
CC1 Chan 11	0	4194304	Value	ValueOutput
CC2 Chan 11	0	4194304	Value	ValueOutput
CC3 Chan 11	0	4194304	Value	ValueOutput
CC4 Chan 11	0	4194304	Value	ValueOutput
CC5 Chan 11	0	4194304	Value	ValueOutput
CC6 Chan 11	0	4194304	Value	ValueOutput
CC7 Chan 11	0	4194304	Value	ValueOutput
CC8 Chan 11	0	4194304	Value	ValueOutput
CC9 Chan 11	0	4194304	Value	ValueOutput
CC10 Chan 11	0	4194304	Value	ValueOutput
CC11 Chan 11	0	4194304	Value	ValueOutput
CC12 Chan 11	0	4194304	Value	ValueOutput
CC13 Chan 11	0	4194304	Value	ValueOutput
CC14 Chan 11	0	4194304	Value	ValueOutput
CC15 Chan 11	0	4194304	Value	ValueOutput
CC16 Chan 11	0	4194304	Value	ValueOutput
CC17 Chan 11	0	4194304	Value	ValueOutput
CC18 Chan 11	0	4194304	Value	ValueOutput
CC19 Chan 11	0	4194304	Value	ValueOutput
CC20 Chan 11	0	4194304	Value	ValueOutput
CC21 Chan 11	0	4194304	Value	ValueOutput
CC22 Chan 11	0	4194304	Value	ValueOutput
CC23 Chan 11	0	4194304	Value	ValueOutput
CC24 Chan 11	0	4194304	Value	ValueOutput
CC25 Chan 11	0	4194304	Value	ValueOutput
CC26 Chan 11	0	4194304	Value	ValueOutput
CC27 Chan 11	0	4194304	Value	ValueOutput
CC28 Chan 11	0	4194304	Value	ValueOutput
CC29 Chan 11	0	4194304	Value	ValueOutput
CC30 Chan 11	0	4194304	Value	ValueOutput
CC31 Chan 11	0	4194304	Value	ValueOutput
CC32 Chan 11	0	4194304	Value	ValueOutput
CC33 Chan 11	0	4194304	Value	ValueOutput
CC34 Chan 11	0	4194304	Value	ValueOutput
CC35 Chan 11	0	4194304	Value	ValueOutput
CC36 Chan 11	0	4194304	Value	ValueOutput
CC37 Chan 11	0	4194304	Value	ValueOutput
CC38 Chan 11	0	4194304	Value	ValueOutput
CC39 Chan 11	0	4194304	Value	ValueOutput
CC40 Chan 11	0	4194304	Value	ValueOutput
CC41 Chan 11	0	4194304	Value	ValueOutput
CC42 Chan 11	0	4194304	Value	ValueOutput
CC43 Chan 11	0	4194304	Value	ValueOutput
CC44 Chan 11	0	4194304	Value	ValueOutput
CC45 Chan 11	0	4194304	Value	ValueOutput
CC46 Chan 11	0	4194304	Value	ValueOutput
CC47 Chan 11	0	4194304	Value	ValueOutput
CC48 Chan 11	0	4194304	Value	ValueOutput
CC49 Chan 11	0	4194304	Value	ValueOutput
CC50 Chan 11	0	4194304	Value	ValueOutput
CC51 Chan 11	0	4194304	Value	ValueOutput
CC52 Chan 11	0	4194304	Value	ValueOutput
CC53 Chan 11	0	4194304	Value	ValueOutput
CC54 Chan 11	0	4194304	Value	ValueOutput
CC55 Chan 11	0	4194304	Value	ValueOutput
CC56 Chan 11	0	4194304	Value	ValueOutput
CC57 Chan 11	0	4194304	Value	ValueOutput
CC58 Chan 11	0	4194304	Value	ValueOutput
CC59 Chan 11	0	4194304	Value	ValueOutput
CC60 Chan 11	0	4194304	Value	ValueOutput
CC61 Chan 11	0	4194304	Value	ValueOutput
CC62 Chan 11	0	4194304	Value	ValueOutput
CC63 Chan 11	0	4194304	Value	ValueOutput
CC64 Chan 11	0	4194304	Value	ValueOutput
CC65 Chan 11	0	4194304	Value	ValueOutput
CC66 Chan 11	0	4194304	Value	ValueOutput
CC67 Chan 11	0	4194304	Value	ValueOutput
CC68 Chan 11	0	4194304	Value	ValueOutput
CC69 Chan 11	0	4194304	Value	ValueOutput
CC70 Chan 11	0	4194304	Value	ValueOutput
CC71 Chan 11	0	4194304	Value	ValueOutput
CC72 Chan 11	0	4194304	Value	ValueOutput
CC73 Chan 11	0	4194304	Value	ValueOutput
CC74 Chan 11	0	4194304	Value	ValueOutput
CC75 Chan 11	0	4194304	Value	ValueOutput
CC76 Chan 11	0	4194304	Value	ValueOutput
CC77 Chan 11	0	4194304	Value	ValueOutput
CC78 Chan 11	0	4194304	Value	ValueOutput
CC79 Chan 11	0	4194304	Value	ValueOutput
CC80 Chan 11	0	4194304	Value	ValueOutput
CC81 Chan 11	0	4194304	Value	ValueOutput
CC82 Chan 11	0	4194304	Value	ValueOutput
CC83 Chan 11	0	4194304	Value	ValueOutput
CC84 Chan 11	0	4194304	Value	ValueOutput
CC85 Chan 11	0	4194304	Value	ValueOutput
CC86 Chan 11	0	4194304	Value	ValueOutput
CC87 Chan 11	0	4194304	Value	ValueOutput
CC88 Chan 11	0	4194304	Value	ValueOutput
CC89 Chan 11	0	4194304	Value	ValueOutput
CC90 Chan 11	0	4194304	Value	ValueOutput
CC91 Chan 11	0	4194304	Value	ValueOutput
CC92 Chan 11	0	4194304	Value	ValueOutput
CC93 Chan 11	0	4194304	Value	ValueOutput
CC94 Chan 11	0	4194304	Value	ValueOutput
CC95 Chan 11	0	4194304	Value	ValueOutput
CC96 Chan 11	0	4194304	Value	ValueOutput
CC97 Chan 11	0	4194304	Value	ValueOutput
CC98 Chan 11	0	4194304	Value	ValueOutput
CC99 Chan 11	0	4194304	Value	ValueOutput
CC100 Chan 11	0	4194304	Value	ValueOutput
CC101 Chan 11	0	4194304	Value	ValueOutput
CC102 Chan 11	0	4194304	Value	ValueOutput
CC103 Chan 11	0	4194304	Value	ValueOutput
CC104 Chan 11	0	4194304	Value	ValueOutput
CC105 Chan 11	0	4194304	Value	ValueOutput
CC106 Chan 11	0	4194304	Value	ValueOutput
CC107 Chan 11	0	4194304	Value	ValueOutput
CC108 Chan 11	0	4194304	Value	ValueOutput
CC109 Chan 11	0	4194304	Value	ValueOutput
CC110 Chan 11	0	4194304	Value	ValueOutput
CC111 Chan 11	0	4194304	Value	ValueOutput
CC112 Chan 11	0	4194304	Value	ValueOutput
CC113 Chan 11	0	4194304	Value	ValueOutput
CC114 Chan 11	0	4194304	Value	ValueOutput
CC115 Chan 11	0	4194304	Value	ValueOutput
CC116 Chan 11	0	4194304	Value	ValueOutput
CC117 Chan 11	0	4194304	Value	ValueOutput
CC118 Chan 11	0	4194304	Value	ValueOutput
CC119 Chan 11	0	4194304	Value	ValueOutput
CC120 Chan 11	0	4194304	Value	ValueOutput
CC121 Chan 11	0	4194304	Value	ValueOutput
CC122 Chan 11	0	4194304	Value	ValueOutput
CC123 Chan 11	0	4194304	Value	ValueOutput
CC124 Chan 11	0	4194304	Value	ValueOutput
CC125 Chan 11	0	4194304	Value	ValueOutput
CC126 Chan 11	0	4194304	Value	ValueOutput
CC127 Chan 11	0	4194304	Value	ValueOutput
Pitch Bend Chan 12	0	4194304	Value	ValueOutput
Aftertouch Chan 12	0	4194304	Value	ValueOutput
CC0 Chan 12	0	4194304	Value	ValueOutput
CC1 Chan 12	0	4194304	Value	ValueOutput
CC2 Chan 12	0	4194304	Value	ValueOutput
CC3 Chan 12	0	4194304	Value	ValueOutput
CC4 Chan 12	0	4194304	Value	ValueOutput
CC5 Chan 12	0	4194304	Value	ValueOutput
CC6 Chan 12	0	4194304	Value	ValueOutput
CC7 Chan 12	0	4194304	Value	ValueOutput
CC8 Chan 12	0	4194304	Value	ValueOutput
CC9 Chan 12	0	4194304	Value	ValueOutput
CC10 Chan 12	0	4194304	Value	ValueOutput
CC11 Chan 12	0	4194304	Value	ValueOutput
CC12 Chan 12	0	4194304	Value	ValueOutput
CC13 Chan 12	0	4194304	Value	ValueOutput
CC14 Chan 12	0	4194304	Value	ValueOutput
CC15 Chan 12	0	4194304	Value	ValueOutput
CC16 Chan 12	0	4194304	Value	ValueOutput
CC17 Chan 12	0	4194304	Value	ValueOutput
CC18 Chan 12	0	4194304	Value	ValueOutput
CC19 Chan 12	0	4194304	Value	ValueOutput
CC20 Chan 12	0	4194304	Value	ValueOutput
CC21 Chan 12	0	4194304	Value	ValueOutput
CC22 Chan 12	0	4194304	Value	ValueOutput
CC23 Chan 12	0	4194304	Value	ValueOutput
CC24 Chan 12	0	4194304	Value	ValueOutput
CC25 Chan 12	0	4194304	Value	ValueOutput
CC26 Chan 12	0	4194304	Value	ValueOutput
CC27 Chan 12	0	4194304	Value	ValueOutput
CC28 Chan 12	0	4194304	Value	ValueOutput
CC29 Chan 12	0	4194304	Value	ValueOutput
CC30 Chan 12	0	4194304	Value	ValueOutput
CC31 Chan 12	0	4194304	Value	ValueOutput
CC32 Chan 12	0	4194304	Value	ValueOutput
CC33 Chan 12	0	4194304	Value	ValueOutput
CC34 Chan 12	0	4194304	Value	ValueOutput
CC35 Chan 12	0	4194304	Value	ValueOutput
CC36 Chan 12	0	4194304	Value	ValueOutput
CC37 Chan 12	0	4194304	Value	ValueOutput
CC38 Chan 12	0	4194304	Value	ValueOutput
CC39 Chan 12	0	4194304	Value	ValueOutput
CC40 Chan 12	0	4194304	Value	ValueOutput
CC41 Chan 12	0	4194304	Value	ValueOutput
CC42 Chan 12	0	4194304	Value	ValueOutput
CC43 Chan 12	0	4194304	Value	ValueOutput
CC44 Chan 12	0	4194304	Value	ValueOutput
CC45 Chan 12	0	4194304	Value	ValueOutput
CC46 Chan 12	0	4194304	Value	ValueOutput
CC47 Chan 12	0	4194304	Value	ValueOutput
CC48 Chan 12	0	4194304	Value	ValueOutput
CC49 Chan 12	0	4194304	Value	ValueOutput
CC50 Chan 12	0	4194304	Value	ValueOutput
CC51 Chan 12	0	4194304	Value	ValueOutput
CC52 Chan 12	0	4194304	Value	ValueOutput
CC53 Chan 12	0	4194304	Value	ValueOutput
CC54 Chan 12	0	4194304	Value	ValueOutput
CC55 Chan 12	0	4194304	Value	ValueOutput
CC56 Chan 12	0	4194304	Value	ValueOutput
CC57 Chan 12	0	4194304	Value	ValueOutput
CC58 Chan 12	0	4194304	Value	ValueOutput
CC59 Chan 12	0	4194304	Value	ValueOutput
CC60 Chan 12	0	4194304	Value	ValueOutput
CC61 Chan 12	0	4194304	Value	ValueOutput
CC62 Chan 12	0	4194304	Value	ValueOutput
CC63 Chan 12	0	4194304	Value	ValueOutput
CC64 Chan 12	0	4194304	Value	ValueOutput
CC65 Chan 12	0	4194304	Value	ValueOutput
CC66 Chan 12	0	4194304	Value	ValueOutput
CC67 Chan 12	0	4194304	Value	ValueOutput
CC68 Chan 12	0	4194304	Value	ValueOutput
CC69 Chan 12	0	4194304	Value	ValueOutput
CC70 Chan 12	0	4194304	Value	ValueOutput
CC71 Chan 12	0	4194304	Value	ValueOutput
CC72 Chan 12	0	4194304	Value	ValueOutput
CC73 Chan 12	0	4194304	Value	ValueOutput
CC74 Chan 12	0	4194304	Value	ValueOutput
CC75 Chan 12	0	4194304	Value	ValueOutput
CC76 Chan 12	0	4194304	Value	ValueOutput
CC77 Chan 12	0	4194304	Value	ValueOutput
CC78 Chan 12	0	4194304	Value	ValueOutput
CC79 Chan 12	0	4194304	Value	ValueOutput
CC80 Chan 12	0	4194304	Value	ValueOutput
CC81 Chan 12	0	4194304	Value	ValueOutput
CC82 Chan 12	0	4194304	Value	ValueOutput
CC83 Chan 12	0	4194304	Value	ValueOutput
CC84 Chan 12	0	4194304	Value	ValueOutput
CC85 Chan 12	0	4194304	Value	ValueOutput
CC86 Chan 12	0	4194304	Value	ValueOutput
CC87 Chan 12	0	4194304	Value	ValueOutput
CC88 Chan 12	0	4194304	Value	ValueOutput
CC89 Chan 12	0	4194304	Value	ValueOutput
CC90 Chan 12	0	4194304	Value	ValueOutput
CC91 Chan 12	0	4194304	Value	ValueOutput
CC92 Chan 12	0	4194304	Value	ValueOutput
CC93 Chan 12	0	4194304	Value	ValueOutput
CC94 Chan 12	0	4194304	Value	ValueOutput
CC95 Chan 12	0	4194304	Value	ValueOutput
CC96 Chan 12	0	4194304	Value	ValueOutput
CC97 Chan 12	0	4194304	Value	ValueOutput
CC98 Chan 12	0	4194304	Value	ValueOutput
CC99 Chan 12	0	4194304	Value	ValueOutput
CC100 Chan 12	0	4194304	Value	ValueOutput
CC101 Chan 12	0	4194304	Value	ValueOutput
CC102 Chan 12	0	4194304	Value	ValueOutput
CC103 Chan 12	0	4194304	Value	ValueOutput
CC104 Chan 12	0	4194304	Value	ValueOutput
CC105 Chan 12	0	4194304	Value	ValueOutput
CC106 Chan 12	0	4194304	Value	ValueOutput
CC107 Chan 12	0	4194304	Value	ValueOutput
CC108 Chan 12	0	4194304	Value	ValueOutput
CC109 Chan 12	0	4194304	Value	ValueOutput
CC110 Chan 12	0	4194304	Value	ValueOutput
CC111 Chan 12	0	4194304	Value	ValueOutput
CC112 Chan 12	0	4194304	Value	ValueOutput
CC113 Chan 12	0	4194304	Value	ValueOutput
CC114 Chan 12	0	4194304	Value	ValueOutput
CC115 Chan 12	0	4194304	Value	ValueOutput
CC116 Chan 12	0	4194304	Value	ValueOutput
CC117 Chan 12	0	4194304	Value	ValueOutput
CC118 Chan 12	0	4194304	Value	ValueOutput
CC119 Chan 12	0	4194304	Value	ValueOutput
CC120 Chan 12	0	4194304	Value	ValueOutput
CC121 Chan 12	0	4194304	Value	ValueOutput
CC122 Chan 12	0	4194304	Value	ValueOutput
CC123 Chan 12	0	4194304	Value	ValueOutput
CC124 Chan 12	0	4194304	Value	ValueOutput
CC125 Chan 12	0	4194304	Value	ValueOutput
CC126 Chan 12	0	4194304	Value	ValueOutput
CC127 Chan 12	0	4194304	Value	ValueOutput
Pitch Bend Chan 13	0	4194304	Value	ValueOutput
Aftertouch Chan 13	0	4194304	Value	ValueOutput
CC0 Chan 13	0	4194304	Value	ValueOutput
CC1 Chan 13	0	4194304	Value	ValueOutput
CC2 Chan 13	0	4194304	Value	ValueOutput
CC3 Chan 13	0	4194304	Value	ValueOutput
CC4 Chan 13	0	4194304	Value	ValueOutput
CC5 Chan 13	0	4194304	Value	ValueOutput
CC6 Chan 13	0	4194304	Value	ValueOutput
CC7 Chan 13	0	4194304	Value	ValueOutput
CC8 Chan 13	0	4194304	Value	ValueOutput
CC9 Chan 13	0	4194304	Value	ValueOutput
CC10 Chan 13	0	4194304	Value	ValueOutput
CC11 Chan 13	0	4194304	Value	ValueOutput
CC12 Chan 13	0	4194304	Value	ValueOutput
CC13 Chan 13	0	4194304	Value	ValueOutput
CC14 Chan 13	0	4194304	Value	ValueOutput
CC15 Chan 13	0	4194304	Value	ValueOutput
CC16 Chan 13	0	4194304	Value	ValueOutput
CC17 Chan 13	0	4194304	Value	ValueOutput
CC18 Chan 13	0	4194304	Value	ValueOutput
CC19 Chan 13	0	4194304	Value	ValueOutput
CC20 Chan 13	0	4194304	Value	ValueOutput
CC21 Chan 13	0	4194304	Value	ValueOutput
CC22 Chan 13	0	4194304	Value	ValueOutput
CC23 Chan 13	0	4194304	Value	ValueOutput
CC24 Chan 13	0	4194304	Value	ValueOutput
CC25 Chan 13	0	4194304	Value	ValueOutput
CC26 Chan 13	0	4194304	Value	ValueOutput
CC27 Chan 13	0	4194304	Value	ValueOutput
CC28 Chan 13	0	4194304	Value	ValueOutput
CC29 Chan 13	0	4194304	Value	ValueOutput
CC30 Chan 13	0	4194304	Value	ValueOutput
CC31 Chan 13	0	4194304	Value	ValueOutput
CC32 Chan 13	0	4194304	Value	ValueOutput
CC33 Chan 13	0	4194304	Value	ValueOutput
CC34 Chan 13	0	4194304	Value	ValueOutput
CC35 Chan 13	0	4194304	Value	ValueOutput
CC36 Chan 13	0	4194304	Value	ValueOutput
CC37 Chan 13	0	4194304	Value	ValueOutput
CC38 Chan 13	0	4194304	Value	ValueOutput
CC39 Chan 13	0	4194304	Value	ValueOutput
CC40 Chan 13	0	4194304	Value	ValueOutput
CC41 Chan 13	0	4194304	Value	ValueOutput
CC42 Chan 13	0	4194304	Value	ValueOutput
CC43 Chan 13	0	4194304	Value	ValueOutput
CC44 Chan 13	0	4194304	Value	ValueOutput
CC45 Chan 13	0	4194304	Value	ValueOutput
CC46 Chan 13	0	4194304	Value	ValueOutput
CC47 Chan 13	0	4194304	Value	ValueOutput
CC48 Chan 13	0	4194304	Value	ValueOutput
CC49 Chan 13	0	4194304	Value	ValueOutput
CC50 Chan 13	0	4194304	Value	ValueOutput
CC51 Chan 13	0	4194304	Value	ValueOutput
CC52 Chan 13	0	4194304	Value	ValueOutput
CC53 Chan 13	0	4194304	Value	ValueOutput
CC54 Chan 13	0	4194304	Value	ValueOutput
CC55 Chan 13	0	4194304	Value	ValueOutput
CC56 Chan 13	0	4194304	Value	ValueOutput
CC57 Chan 13	0	4194304	Value	ValueOutput
CC58 Chan 13	0	4194304	Value	ValueOutput
